Brain_2_rid,mart_export_brain_2_rid,TRUE
Brain_3_rid,mart_export_brain_3_rid,TRUE
Brain_4_rid,mart_export_brain_4_rid,TRUE
Brain_5_rid,mart_export_brain_5_rid,TRUE
Brain_6_rid,mart_export_brain_6_rid,TRUE
Brain_7_rid,mart_export_brain_7_rid,TRUE
Brain_8_rid,mart_export_brain_8_rid,TRUE
Brain_9_rid,mart_export_brain_9_rid,TRUE
Brain_10_rid,mart_export_brain_10_rid,TRUE
Brain_11_rid,mart_export_brain_11_rid,TRUE
Brain_12_rid,mart_export_brain_12_rid,TRUE
Brain_13_rid,mart_export_brain_13_rid,TRUE
Brain_14_rid,mart_export_brain_14_rid,TRUE
Brain_15_rid,mart_export_brain_15_rid,TRUE
Brain_16_rid,mart_export_brain_16_rid,TRUE
Brain_17_rid,mart_export_brain_17_rid,TRUE
Brain_18_rid,mart_export_brain_18_rid,TRUE
Brain_19_rid,mart_export_brain_19_rid,TRUE
Brain_20_rid,mart_export_brain_20_rid,TRUE
Brain_21_rid,mart_export_brain_21_rid,TRUE
Brain_22_rid,mart_export_brain_22_rid,TRUE
Brain_23_rid,mart_export_brain_23_rid,TRUE
Brain_24_rid,mart_export_brain_24_rid,TRUE
Brain_25_rid,mart_export_brain_25_rid,TRUE
Brain_26_rid,mart_export_brain_26_rid,TRUE
Brain_27_rid,mart_export_brain_27_rid,TRUE
Brain_28_rid,mart_export_brain_28_rid,TRUE
Brain_29_rid,mart_export_brain_29_rid,TRUE
Brain_30_rid,mart_export_brain_30_rid,TRUE
Brain_31_rid,mart_export_brain_31_rid,TRUE
Brain_32_rid,mart_export_brain_32_rid,TRUE
Brain_33_rid,mart_export_brain_33_rid,TRUE
Brain_34_rid,mart_export_brain_34_rid,TRUE
Brain_35_rid,mart_export_brain_35_rid,TRUE
Brain_36_rid,mart_export_brain_36_rid,TRUE
Brain_37_rid,mart_export_brain_37_rid,TRUE
Brain_38_rid,mart_export_brain_38_rid,TRUE
Brain_39_rid,mart_export_brain_39_rid,TRUE
Brain_40_rid,mart_export_brain_40_rid,TRUE
Brain_41_rid,mart_export_brain_41_rid,TRUE
Brain_42_rid,mart_export_brain_42_rid,TRUE
Brain_43_rid,mart_export_brain_43_rid,TRUE
Brain_44_rid,mart_export_brain_44_rid,TRUE
Brain_45_rid,mart_export_brain_45_rid,TRUE
Brain_46_rid,mart_export_brain_46_rid,TRUE
Brain_47_rid,mart_export_brain_47_rid,TRUE
Brain_48_rid,mart_export_brain_48_rid,TRUE
Brain_49_rid,mart_export_brain_49_rid,TRUE
Brain_50_rid,mart_export_brain_50_rid,TRUE
Brain_51_rid,mart_export_brain_51_rid,TRUE
Brain_52_rid,mart_export_brain_52_rid,TRUE
Brain_53_rid,mart_export_brain_53_rid,TRUE
Brain_54_rid,mart_export_brain_54_rid,TRUE
Brain_55_rid,mart_export_brain_55_rid,TRUE
Brain_56_rid,mart_export_brain_56_rid,TRUE
Brain_57_rid,mart_export_brain_57_rid,TRUE
Brain_58_rid,mart_export_brain_58_rid,TRUE
Brain_59_rid,mart_export_brain_59_rid,TRUE
Brain_60_rid,mart_export_brain_60_rid,TRUE
Brain_61_rid,mart_export_brain_61_rid,TRUE
Brain_62_rid,mart_export_brain_62_rid,TRUE
Brain_63_rid,mart_export_brain_63_rid,TRUE
Brain_64_rid,mart_export_brain_64_rid,TRUE
Brain_65_rid,mart_export_brain_65_rid,TRUE
Brain_66_rid,mart_export_brain_66_rid,TRUE
Brain_67_rid,mart_export_brain_67_rid,TRUE
Brain_68_rid,mart_export_brain_68_rid,TRUE
Brain_69_rid,mart_export_brain_69_rid,TRUE
Brain_70_rid,mart_export_brain_70_rid,TRUE
Brain_71_rid,mart_export_brain_71_rid,TRUE
Brain_72_rid,mart_export_brain_72_rid,TRUE
Brain_73_rid,mart_export_brain_73_rid,TRUE
Brain_74_rid,mart_export_brain_74_rid,TRUE
Brain_75_rid,mart_export_brain_75_rid,TRUE
Brain_76_rid,mart_export_brain_76_rid,TRUE
Brain_77_rid,mart_export_brain_77_rid,TRUE
Brain_78_rid,mart_export_brain_78_rid,TRUE
Brain_79_rid,mart_export_brain_79_rid,TRUE
Brain_80_rid,mart_export_brain_80_rid,TRUE
Brain_81_rid,mart_export_brain_81_rid,TRUE
Brain_82_rid,mart_export_brain_82_rid,TRUE
Brain_83_rid,mart_export_brain_83_rid,TRUE
Brain_84_rid,mart_export_brain_84_rid,TRUE
Brain_85_rid,mart_export_brain_85_rid,TRUE
Brain_86_rid,mart_export_brain_86_rid,TRUE
Brain_87_rid,mart_export_brain_87_rid,TRUE
Brain_88_rid,mart_export_brain_88_rid,TRUE
Brain_89_rid,mart_export_brain_89_rid,TRUE
Brain_90_rid,mart_export_brain_90_rid,TRUE
Brain_91_rid,mart_export_brain_91_rid,TRUE
Brain_92_rid,mart_export_brain_92_rid,TRUE
Brain_93_rid,mart_export_brain_93_rid,TRUE
Brain_94_rid,mart_export_brain_94_rid,TRUE
Brain_95_rid,mart_export_brain_95_rid,TRUE
Brain_96_rid,mart_export_brain_96_rid,TRUE
Brain_97_rid,mart_export_brain_97_rid,TRUE
Brain_98_rid,mart_export_brain_98_rid,TRUE
Brain_99_rid,mart_export_brain_99_rid,TRUE
Brain_100_rid,mart_export_brain_100_rid,TRUE
Brain_1_rid,mart_export_brain_2_rid,FALSE
Brain_1_rid,mart_export_brain_3_rid,FALSE
Brain_1_rid,mart_export_brain_4_rid,FALSE
Brain_1_rid,mart_export_brain_5_rid,FALSE
Brain_1_rid,mart_export_brain_6_rid,FALSE
Brain_1_rid,mart_export_brain_7_rid,FALSE
Brain_1_rid,mart_export_brain_8_rid,FALSE
Brain_1_rid,mart_export_brain_9_rid,FALSE
Brain_1_rid,mart_export_brain_10_rid,FALSE
Brain_1_rid,mart_export_brain_11_rid,FALSE
Brain_1_rid,mart_export_brain_12_rid,FALSE
Brain_1_rid,mart_export_brain_13_rid,FALSE
Brain_1_rid,mart_export_brain_14_rid,FALSE
Brain_1_rid,mart_export_brain_15_rid,FALSE
Brain_1_rid,mart_export_brain_16_rid,FALSE
Brain_1_rid,mart_export_brain_17_rid,FALSE
Brain_1_rid,mart_export_brain_18_rid,FALSE
Brain_1_rid,mart_export_brain_19_rid,FALSE
Brain_1_rid,mart_export_brain_20_rid,FALSE
Brain_1_rid,mart_export_brain_21_rid,FALSE
Brain_1_rid,mart_export_brain_22_rid,FALSE
Brain_1_rid,mart_export_brain_23_rid,FALSE
Brain_1_rid,mart_export_brain_24_rid,FALSE
Brain_1_rid,mart_export_brain_25_rid,FALSE
Brain_1_rid,mart_export_brain_26_rid,FALSE
Brain_1_rid,mart_export_brain_27_rid,FALSE
Brain_1_rid,mart_export_brain_28_rid,FALSE
Brain_1_rid,mart_export_brain_29_rid,FALSE
Brain_1_rid,mart_export_brain_30_rid,FALSE
Brain_1_rid,mart_export_brain_31_rid,FALSE
Brain_1_rid,mart_export_brain_32_rid,FALSE
Brain_1_rid,mart_export_brain_33_rid,FALSE
Brain_1_rid,mart_export_brain_34_rid,FALSE
Brain_1_rid,mart_export_brain_35_rid,FALSE
Brain_1_rid,mart_export_brain_36_rid,FALSE
Brain_1_rid,mart_export_brain_37_rid,FALSE
Brain_1_rid,mart_export_brain_38_rid,FALSE
Brain_1_rid,mart_export_brain_39_rid,FALSE
Brain_1_rid,mart_export_brain_40_rid,FALSE
Brain_1_rid,mart_export_brain_41_rid,FALSE
Brain_1_rid,mart_export_brain_42_rid,FALSE
Brain_1_rid,mart_export_brain_43_rid,FALSE
Brain_1_rid,mart_export_brain_44_rid,FALSE
Brain_1_rid,mart_export_brain_45_rid,FALSE
Brain_1_rid,mart_export_brain_46_rid,FALSE
Brain_1_rid,mart_export_brain_47_rid,FALSE
Brain_1_rid,mart_export_brain_48_rid,FALSE
Brain_1_rid,mart_export_brain_49_rid,FALSE
Brain_1_rid,mart_export_brain_50_rid,FALSE
Brain_1_rid,mart_export_brain_51_rid,FALSE
Brain_1_rid,mart_export_brain_52_rid,FALSE
Brain_1_rid,mart_export_brain_53_rid,FALSE
Brain_1_rid,mart_export_brain_54_rid,FALSE
Brain_1_rid,mart_export_brain_55_rid,FALSE
Brain_1_rid,mart_export_brain_56_rid,FALSE
Brain_1_rid,mart_export_brain_57_rid,FALSE
Brain_1_rid,mart_export_brain_58_rid,FALSE
Brain_1_rid,mart_export_brain_59_rid,FALSE
Brain_1_rid,mart_export_brain_60_rid,FALSE
Brain_1_rid,mart_export_brain_61_rid,FALSE
Brain_1_rid,mart_export_brain_62_rid,FALSE
Brain_1_rid,mart_export_brain_63_rid,FALSE
Brain_1_rid,mart_export_brain_64_rid,FALSE
Brain_1_rid,mart_export_brain_65_rid,FALSE
Brain_1_rid,mart_export_brain_66_rid,FALSE
Brain_1_rid,mart_export_brain_67_rid,FALSE
Brain_1_rid,mart_export_brain_68_rid,FALSE
Brain_1_rid,mart_export_brain_69_rid,FALSE
Brain_1_rid,mart_export_brain_70_rid,FALSE
Brain_1_rid,mart_export_brain_71_rid,FALSE
Brain_1_rid,mart_export_brain_72_rid,FALSE
Brain_1_rid,mart_export_brain_73_rid,FALSE
Brain_1_rid,mart_export_brain_74_rid,FALSE
Brain_1_rid,mart_export_brain_75_rid,FALSE
Brain_1_rid,mart_export_brain_76_rid,FALSE
Brain_1_rid,mart_export_brain_77_rid,FALSE
Brain_1_rid,mart_export_brain_78_rid,FALSE
Brain_1_rid,mart_export_brain_79_rid,FALSE
Brain_1_rid,mart_export_brain_80_rid,FALSE
Brain_1_rid,mart_export_brain_81_rid,FALSE
Brain_1_rid,mart_export_brain_82_rid,FALSE
Brain_1_rid,mart_export_brain_83_rid,FALSE
Brain_1_rid,mart_export_brain_84_rid,FALSE
Brain_1_rid,mart_export_brain_85_rid,FALSE
Brain_1_rid,mart_export_brain_86_rid,FALSE
Brain_1_rid,mart_export_brain_87_rid,FALSE
Brain_1_rid,mart_export_brain_88_rid,FALSE
Brain_1_rid,mart_export_brain_89_rid,FALSE
Brain_1_rid,mart_export_brain_90_rid,FALSE
Brain_1_rid,mart_export_brain_91_rid,FALSE
Brain_1_rid,mart_export_brain_92_rid,FALSE
Brain_1_rid,mart_export_brain_93_rid,FALSE
Brain_1_rid,mart_export_brain_94_rid,FALSE
Brain_1_rid,mart_export_brain_95_rid,FALSE
Brain_1_rid,mart_export_brain_96_rid,FALSE
Brain_1_rid,mart_export_brain_97_rid,FALSE
Brain_1_rid,mart_export_brain_98_rid,FALSE
Brain_1_rid,mart_export_brain_99_rid,FALSE
Brain_1_rid,mart_export_brain_100_rid,FALSE
